ID	Traditional	Pinyin	POS	Meaning
B5L05-II-01	固然	gùrán	Adv	granted, certainly, while it is true that
B5L05-II-02	交易	jiāoyì	Vi	to trade, carry out a transaction
B5L05-II-03	屬	shǔ	Vst	to belong to, be part of (a category)
B5L05-II-04	族群	zúqún	N	group of people (e.g., ethnic group, disadvantaged group)
B5L05-II-05	等於	děngyú	Vst	tantamount to, equal to
B5L05-II-06	階級	jiējí	N	class (society)
B5L05-II-07	間接	jiānjiē	Adv	indirectly
B5L05-II-08	錯誤	cuòwù	N	mistake
B5L05-II-09	性別	xìngbié	N	sex, gender
B5L05-II-10	抽菸	chōuyān	Ph	to smoke a cigarette
B5L05-II-11	胎兒	tāi'ér	N	fetus
B5L05-II-12	不良	bùliáng	Vs-attr	harmful, bad
B5L05-II-13	分離	fēnlí	Vi	to be separated from
B5L05-II-14	契約	qìyuē	N	contract, agreement
B5L05-II-15	仲介	zhòngjiè	N	intermediary, agent, middleman
B5L05-II-16	角色	jiǎosè	N	role
B5L05-II-17	涉及	shèjí	Vst	to involve, relate to
B5L05-II-18	規範	guīfàn	V/N	to regulate, standardize; standard
B5L05-II-19	黑白不分	hēibái bùfēn	Id	cannot tell truth from non-truth
B5L05-II-20	是非不明	shìfēi bùmíng	Id	cannot tell truth from non-truth
B5L05-II-21	紛紛	fēnfēn	Adv	one after another, in succession
B5L05-II-22	精子	jīngzǐ	N	sperm
B5L05-II-23	搞定	gǎodìng	V	to have it resolved
B5L05-II-24	獨一無二	dúyī wú'èr	Id	unique, one of a kind
B5L05-II-25	總之	zǒngzhī	Adv	to sum it up, in short, in conclusion
B5L06-I-0-01	死刑	sǐxíng	N	capital punishment, the death penalty
B5L06-I-0-02	存廢	cúnfèi	N	preservation or abolition, to preserve or to abolish (contracted word from 保存 + 廢除)
B5L06-I-0-03	爭議	zhēngyì	N	controversy
B5L06-I-0-04	僵局	jiāngjú	N	stalemate, deadlock, impasse
B5L06-I-0-05	各自	gèzì	Adv	each, respectively
B5L06-I-01	嚇阻	hèzǔ	V	to deter (through intimidation)
B5L06-I-02	隔離	gélí	V	to isolate, separate, quarantine
B5L06-I-03	罪犯	zuìfàn	N	criminal
B5L06-I-04	隨機	suíjī	Adv	randomly
B5L06-I-05	殺害	shāhài	V	to murder, kill
B5L06-I-06	黑心	hēixīn	Vs-attr	darkened heart; evil mind (黑心食品 = unsafe food, i.e., made by profit-orientated people/companies with no conscience)
B5L06-I-07	案件	ànjiàn	N	(legal) case
B5L06-I-08	法官	fǎguān	N	jugde
B5L06-I-09	判	pàn	V	to judge, rule, give something
B5L06-I-10	有期徒刑	yǒuqí túxíng	Ph	prison term (sentencing with a fixed prison term)
B5L06-I-11	無期徒刑	wúqí túxíng	Ph	life sentence (i.e., no chance of parole)
B5L06-I-12	死者	sǐzhě	N	the dead person, the murder victim
B5L06-I-13	交代	jiāodài	N	a satisfactory answer, briefing, accountability
B5L06-I-14	彌補	míbǔ	V	to make up for, compensate for
B5L06-I-15	家屬	jiāshǔ	N	family, family members
B5L06-I-16	或者	huòzhě	Conj	or
B5L06-I-17	犯人	fànrén	N	criminal, prisoner
B5L06-I-18	出獄	chūyù	Vi	to be released from prison (監獄 = jiānyù, prison)
B5L06-I-19	把	bǎ	M	"measure for ""graspable"" objects like rulers, chairs, salt, etc..."
B5L06-I-20	尺	chǐ	N	ruler
B5L06-I-21	現行	xiànxíng	Vs-attr	existing, current
B5L06-I-22	假釋	jiǎshì	Vi	parole
B5L06-I-23	永久	yǒngjiǔ	Adv	forever, permanently
B5L06-I-24	害怕	hàipà	Vs	to be afraid of, to fear
B5L06-I-25	報復	bàofù	V/N	to retaliate, get revenge; vengeance
B5L06-I-26	納稅	nàshuì	V-sep	to pay taxes
B5L06-I-27	懲罰	chéngfá	N/V	punishment; to punish
B5L06-I-28	犯罪	fànzuì	V-sep	to commit a crime
B5L06-I-29	罰單	fádān	N	ticket (for a fine)
B5L06-I-30	闖紅燈	chuǎng hóngdēng	Ph	run a red light (闖 = to rush, break through; 紅燈 = red light)
B5L06-I-31	開	kāi	V	to write (a ticket)
B5L06-I-32	同理	tónglǐ	Adv	by the same token, similarly
B5L06-I-33	換句話說	huànjùhuà shuō	Ph	in other words, to put it another way
B5L06-I-34	維持	wéichí	V	to keep, maintain
B5L06-I-35	相較於	xiāngjiào yú	Ph	in comparison to, compared to (Classical Chinese)
B5L06-I-36	人權	rénquán	N	human rights
B5L06-I-37	廢除	fèichú	V	to abolish
B5L06-I-38	被害人	bèihàirén	N	victim
B5L06-I-39	孤兒	gū'ér	N	orphan
B5L06-I-40	不然	bùrán	Conj	otherwise
B5L06-I-41	毀	huǐ	V	to destroy
B5L06-I-42	氣憤	qìfèn	Vs	indignant, angry
B5L06-I-43	恨	hèn	Vst	to hate
B5L06-I-44	報仇	bàochóu	V-sep	to get revenge, get vengeance
B5L06-I-45	便宜	piányí	Vst	to let somebody off easy
B5L06-I-46	置身事外	zhìshēn shìwài	Id	to remain aloof, sit on the sidelines, not be involved
B5L06-I-47	放下	fàngxià	V	"let it go, let it be, ""forgive"""
B5L06-I-48	兇手	xiōngshǒu	N	murderer, killer
B5L06-I-49	感同身受	gǎntóng shēnshòu	Id	to empathize, feel like own experience
B5L06-I-50	生前	shēngqián	N	during one's life, before one's death
B5L06-I-51	恐懼	kǒngjù	N	fear
B5L06-I-52	心痛	xīntòng	Ph	the pain in one's heart, heartbreak, heartache
B5L06-I-53	天平	tiānpíng	N	balance, scales
B5L06-I-54	衡量	héngliáng	V	to weigh, evaluate
B5L06-I-55	坦白	tǎnbái	Vs	honesty, honest (坦白說 = to be honest/frank/candid)
B5L06-I-56	撫慰	fǔwèi	V	to console, comfort
B5L06-I-57	剛剛好	gānggāng hǎo		just right, just enough, just the right amount, time, color, etc... (meaning here: justice done)
B5L06-II-01	無濟於事	wújì yúshì	Id	to not help the situation, does not do anybody good, of no use
B5L06-II-02	致力	zhìlì	Adv	with all might and mind
B5L06-II-03	推動	tuīdòng		to promote, to push
B5L06-II-04	漫漫長路	mànmàn chánglù	Id	a load road, there is still a long way to go
B5L06-II-05	刑罰	xíngfá	N	punishment, penalty
B5L06-II-06	顯得	xiǎnde	Vaux	to appear, seem, come off as
B5L06-II-07	費	fèi	V	to exert (lit. pay out)
B5L06-II-08	心力	xīnlì	N	effort (physical and mental)
B5L06-II-09	冤枉	yuānwǎng	V	to be wronged, treated unjustly
B5L06-II-10	槍決	qiāngjué	N/V	execution by shooting; to execute by shooting
B5L06-II-11	犯案	fàn'àn	Vp-sep	to be implemented in a crime
B5L06-II-12	充足	chōngzú	Vs	ample, sufficient, adequate
B5L06-II-13	保證	bǎozhèng	V/N	to guarantee; guarantee
B5L06-II-14	誤判	wùpàn		to err in judicial judgement; erroneous judgement, miscarriage of justice
B5L06-II-15	失誤	shīwù	N	mistake, error
B5L06-II-16	無價	wújià	Vs	priceless
B5L06-II-17	賠償	péicháng	N/V	compensation, reparation; to compensate, make reparations
B5L06-II-18	善良	shànliáng	Vs	good and kind
B5L06-II-19	一面	yímiàn	Ph	side (i.e., a good side)
B5L06-II-20	可貴	kěguì	Vs	valuable, priceless
B5L06-II-21	同情	tóngqíng	Vst/N	to sympathize; sympathy
B5L06-II-22	換不回	huànbùhuí	Ph	cannot get it back
B5L06-II-23	和解	héjiě	Vi	to reconcile, make up
B5L06-II-24	認錯	rèncuò	V-sep	to admit one's error
B5L06-II-25	重新	chóngxīn	Adv	anew, afresh
B5L06-II-26	大愛	dà'ài	N	great love, love at the highest level
B5L06-II-27	感受	gǎnshòu		feelings
B5L06-II-28	只是	zhǐshì	Adv	but at the same time, we must realize that
B5L06-II-29	一命還一命	yímìng huán yímìng		a life for a life, an eye for an eye
B5L06-II-30	好受	hǎoshòu	Vs	to feel better
B5L06-II-31	也就是說	yějiùshìshuō	Ph	that is to say, that is, i.e.
B5L06-II-32	歐盟	Ōuméng	N	the EU, European Union
B5L06-II-33	潮流	cháoliú	N	trend
B5L06-II-34	意識到	yìshìdào	Vpt	to be conscious of, to be aware of
B5L06-II-35	唯有	wéiyǒu	Adv	only by
B5L06-II-36	身旁	shēnpáng	N	next to, around you
B5L06-II-37	打造	dǎzào	V	to create, implement
B5L06-II-38	根本	gēnběn	Adv	completely, fundamentally, thoroughly
B5L07-I-0-01	傷腦筋	shāng nǎojīn	Id	to cause a headache, a pain in the neck, to be knotty/troublesome (said of issues or problems)
B5L07-I-0-02	受益	shòuyì	Vp	to be benefited, to benefit (from)
B5L07-I-0-03	財富	cáifù	N	wealth
B5L07-I-0-04	思考	sīkǎo	V	to ponder
B5L07-I-01	清晨	qīngchén	N	early morning
B5L07-I-02	同齡	tónglíng	Vs	to be of the same age
B5L07-I-03	遇上	yùshàng	Vpt	to encounter, come across
B5L07-I-04	白工	báigōng	N	work done in vain, wasted work
B5L07-I-05	沖走	chōngzǒu	V	to be washed away
B5L07-I-06	（一）大半	(yí) dàbàn	Ph	a huge portion of, more than half
B5L07-I-07	慘重	cǎnzhòng	Vs	heavy (said of losses)
B5L07-I-08	值錢	zhíqián	Vs	valuable
B5L07-I-09	村	cūn	N	village
B5L07-I-10	可憐	kělián	Vs	pitiful, pitiable, poor
B5L07-I-11	相依為命	xiāngyī wéimìng	Id	to depend on each other (for survival)
B5L07-I-12	一身病痛	yìshēn bìngtòng	Id	illness and pain all over the body
B5L07-I-13	懂事	dǒngshì	Vs	sensible, to have a good head on one's shoulders
B5L07-I-14	主動	zhǔdòng	Adv	take the initiative, take it upon oneself to
B5L07-I-15	援助	yuánzhù	V/N	to assist; assistance, aid
B5L07-I-16	口袋	kǒudài	N	pocket
B5L07-I-17	吃力	chīlì	Vs	to entail strenuous effort, be a strain
B5L07-I-18	家產	jiāchǎn	N	family, property
B5L07-I-19	一無所有	yìwú suǒyǒu	Id	have nothing at all, not own a thing in the world, penniless
B5L07-I-20	對於	duìyú	Prep	as to, with regard to, to
B5L07-I-21	累積	lěijī	V	to accumulate
B5L07-I-22	貧戶	pínhù	N	households below poverty line
B5L07-I-23	袖手旁觀	xiùshǒu pángguān	Id	stand by and watch, sit there twiddling one's thumbs, not life a finger
B5L07-I-24	調整	tiáozhěng	V/N	to adjust; adjustment
B5L07-I-25	創造	chuàngzào	V	to create
B5L07-I-26	津貼	jīntiē	N	allowance (as in travel allowance)
B5L07-I-27	等同	děngtóng	Vst	tantamount to, equivalent to
B5L07-I-28	補貼	bǔtiē	V/N	to subsidize; subsidy
B5L07-I-29	分子	fènzǐ	N	member (of an organization)
B5L07-I-30	舉例	jǔlì	V-sep	to give an example
B5L07-I-31	工資	gōngzī	N	pay, salary
B5L07-I-32	完善	wánshàn	Vs	fully devised, perfect
B5L07-I-33	出手	chūshǒu	Vi	to spend, hand out, pay out
B5L07-I-34	大方	dàfāng	Vs	generous, magnanimous
B5L07-I-35	在於	zàiyú	Vst	to lie in (the fact that), consist in
B5L07-I-36	進行	jìnxíng	V	to carry out, conduct, undertake
B5L07-I-37	共享	gòngxiǎng	V	to share, enjoy
B5L07-I-38	倘若	tǎngruò	Conj	if, in the event that, supposing
B5L07-I-39	不服	bùfú	Vs	to refuse to accept, unconvinced
B5L07-I-40	稅收	shuìshōu	N	tax revenue
B5L07-I-41	生存	shēngcún	Vi/N	to survive, exist; survival
B5L07-I-42	提心吊膽	tíxīn diàodǎn	Id	on tenterhooks, nervous
B5L07-I-43	警力	jǐnglì	N	police force
B5L07-I-44	治安	zhì'ān	N	public security
B5L07-II-01	哈佛大學	Hāfó Dàxué	N	Harvard Univesity
B5L07-II-02	課堂	kétáng	N	classroom
B5L07-II-03	心臟	xīnzàng	N	heart (organ)
B5L07-II-04	肺臟	fèizàng	N	lung
B5L07-II-05	腎臟	shènzàng	N	kidney
B5L07-II-06	急迫	jípò	Vs	urgent, pressing
B5L07-II-07	器官	qìguān	N	organ
B5L07-II-08	移植	yízhí	V	to transplant
B5L07-II-09	捐贈	juānzèng	V	to donate
B5L07-II-10	突然	túrán	Adv	suddenly
B5L07-II-11	全身	quánshēn	N	entire body
B5L07-II-12	麻醉	mázuì	V	to anesthetize (全身麻醉 general anesthesia)
B5L07-II-13	抽	chōu	V	to levy (a tax)
B5L07-II-14	迫切	pòqiè	Vs	urgent
B5L07-II-15	眾人	zhòngrén	N	people in general, the multitude
B5L07-II-16	奪取	duóqǔ	V	to seize, take by force
B5L07-II-17	堂	táng	M	measure for classes (in terms of minutes; not for courses, classrooms, or students that make up a class)
B5L07-II-18	奮鬥	fèndòu	Vi	to struggle, strive
B5L07-II-19	犧牲	xīshēng	V	to sacrifice
B5L07-II-20	埋	mái	V	to bury
B5L07-II-21	繳稅單	jiǎoshuìdān	N	tax form
B5L07-II-22	無所事事	wúsuǒshìshì	Id	have nothing to do, to lay idle (here, unemployed)
B5L07-II-23	短暫	duǎnzhàn	Vs	transient, short, brief
B5L07-II-24	拼	pīn	Vs	to work hard
B5L07-II-25	醒	xǐng	Vp	to wake up, awaken
B5L07-II-26	苦笑	kǔxiào	Vi	to smile bitterly/wryly, to force a smile
B5L07-II-27	歪理	wāilǐ	N	preposterous argument (i.e., that's dumb! What idiot thought that up?!)
B5L07-II-28	米蟲	mǐchóng	N	sponge, parasite (lit. a rice bug)
B5L07-II-29	仍舊	réngjiù	Adv	still
B5L07-II-30	劫富濟貧	jiéfù jìpín	Id	steal from the rich and give to the poor (spirit of Robin Hood)
B5L07-II-31	強制	qiángzhì	Adv	by force into, coerced
B5L07-II-32	奪走	duózǒu	V	to take away, snatch
B5L07-II-33	被迫	bèipò	Vs	to be forced, compelled
B5L07-II-34	捐款	juānkuǎn	V-sep	to donate money
B5L07-II-35	眼紅	yǎnhóng	Vs	to covet, envious
B5L07-II-36	分享	fēnxiǎng	V	to share
B5L07-II-37	成果	chéngguǒ	N	outcome, result
B5L07-II-38	不勞而獲	bùláo érhuò	Id	to reap where one has not sown, get something for nothing
B5L07-II-39	依靠	yīkào	V	to rely on, depend on
B5L07-II-40	拉	lā	V	to pull
B5L07-II-41	貧窮	pínqióng	N	poverty
B5L07-II-42	強盜	qiángdào	N	robber
B5L07-II-43	打擊	dǎjí	V	to strike a blow to
B5L07-II-44	創富	chuàngfù	Vi	to create wealth
B5L07-II-45	介入	jièrù	V	to intervene, get involved in
B5L08-I-0-01	左右為難	zuǒyòu wéinán	Id	in a dilemma, be in a bind, in a predicament, in a fix
B5L08-I-0-02	難民	nànmín	N	refugees
B5L08-I-0-03	男童	nántóng	N	boy, child
B5L08-I-0-04	溺死	nìsǐ	Vp	to drown (to death), die from drowning
B5L08-I-0-05	震驚	zhènjīn	Vpt	to shock, stun, startle
B5L08-I-0-06	接連	jiēlián	Adv	in succession, in a row
B5L08-I-0-07	事件	shìjiàn	N	incident, episode
B5L08-I-0-08	不滿	bùmǎn	Vs	discontent, unhappy with
B5L08-I-01	分擔	fēndān	V	to share a burden, share responsibility
B5L08-I-02	化	huà	V	to turn into, change into, convert into, transform into
B5L08-I-03	轉機	zhuǎnjī	N	(life-saving) opportunity
B5L08-I-04	海面	hǎimiàn	N	the surface of the ocean/sea
B5L08-I-05	難以數計	nányǐ shùjì	Id	countless (lit. hard to calculate)
B5L08-I-06	屍體	shītǐ	N	corpse, body
B5L08-I-07	怵目驚心	chùmù jīngxīn	Id	shocked to witness
B5L08-I-08	冒	mào	V	to risk
B5L08-I-09	聯合國	Liánhéguó	V	United Nations, UN
B5L08-I-10	止	zhǐ	Ptc	until (Classical Chinese)
B5L08-I-11	庇護	bìhù	N	asylum
B5L08-I-12	人數	rénshù	N	number of people
B5L08-I-13	面臨	miànlín	V	to face, confront
B5L08-I-14	團結	tuánjié	Vi	to unite, form solidarity with
B5L08-I-15	召開	zhàokāi	V	to convene, hold (a meeting)
B5L08-I-16	高峰會	gāofēng huì	N	summit (meeting)
B5L08-I-17	領袖	lǐngxiù	N	leader, head of state
B5L08-I-18	消除	xiāochú	V	to eliminate
B5L08-I-19	仇外	chóuwài	Vs	anti-foreign
B5L08-I-20	前-	qián	N	former-, ex-
B5L08-I-21	歐巴馬	Ōubāmǎ	N	Barack Obama (former US president)
B5L08-I-22	會議	huìyì	N	conference, meeting
B5L08-I-23	主義	zhǔyì	N	"""-ism"" (as in terrorism, Communism)"
B5L08-I-24	受害者	shòuhàizhě	N	victim
B5L08-I-25	向來	xiànglái	Adv	always, all along
B5L08-I-26	單一	dānyī	Vs-attr	one, single (any one country's responsibility)
B5L08-I-27	共同	gòngtóng	Adv	together, jointly
B5L08-I-28	排外	páiwài	Vi	anti-foreign, xenophobic
B5L08-I-29	融入	róngrù	V	to integrate, blend in
B5L08-I-30	收容	shōuróng	V	to integrate, blend in
B5L08-I-31	或許	huòxǔ	Adv	perhaps, probably
B5L08-I-32	勞動力	láodònglì	N	manpower
B5L08-I-33	轉化	zhuǎnhuà	Vi	to change into, transform
B5L08-I-34	里約	Lǐyuē	N	Rio, Brasil
B5L08-I-35	奧運	Àoyùn	N	Olympics
B5L08-I-36	首度	shǒudù	Adv	first time
B5L08-I-37	代表隊	dàibiǎoduì	N	representative team, team representing
B5L08-I-38	逃離	táolí	V	to escape from, flee from
B5L08-I-39	戰火	zhànhuǒ	N	fires of war
B5L08-I-40	殘障	cánzhàng	N	physical disability
B5L08-I-41	忘掉	wàngdiào	Vpt	to forget
B5L08-I-42	英雄	yīngxióng	N	hero
B5L08-I-43	身分	shēnfèn	N	indentification
B5L08-I-44	索馬利亞	Suǒmǎlìyǎ	N	Somalia
B5L08-I-45	之後	zhīhòu	N	subsequent to that
B5L08-I-46	參選	cānxuǎn	V	to run in an election
B5L08-I-47	膚色	fūsè	V	skin color
B5L08-I-48	早日	zǎorì	Adv	soon
B5L08-I-49	扶持	fúchí	V	to support, help, aid, assist
B5L08-II-01	優先	yōuxiān	Vs	to be given priority
B5L08-II-02	無力	wúlì	Vst	incapable of, powerless to
B5L08-II-03	安置	ānzhì	V	to make proper living arrangements for
B5L08-II-04	支出	zhīchū	N/V	expenditure; to expend
B5L08-II-05	導致	dǎozhì	V	to cause, result in, lead to
B5L08-II-06	賦稅	fùshuì	N	taxes
B5L08-II-07	居民	jūmín	N	resident
B5L08-II-08	對立	duìlì	Vs	to oppose, be in opposition, be antagonistic
B5L08-II-09	罷了	bànle	Ptc	merely, that's it, that is all
B5L08-II-10	德國	Déguó	N	Germany
B5L08-II-11	每況愈下	měikuàng yùxià	Id	to deteriorate, go downhill, go from bad to worse
B5L08-II-12	拖垮	tuōkuǎ	V	to pull down with, drag down
B5L08-II-13	忽略	hūlüè	V	to ignore, overlook
B5L08-II-14	一一	yīyī	Adv	one by one, separately
B5L08-II-15	過濾	guòlǜ	V	to filter
B5L08-II-16	有機可乘	yǒujīkěchéng	Id	take advantage of a situation
B5L08-II-17	接二連三	jiē'èr liánsān	Id	one after another, in rapid succession
B5L08-II-18	衝突	chōngtú	Vs	to conflict
B5L08-II-19	升高	shēnggāo	Vp	to increase, rise
B5L08-II-20	在在	zàizài	Adv	in all aspects (Classical Chinese)
B5L08-II-21	設置	shèzhì	V	to establish, set up
B5L08-II-22	難民營	nànmínyíng	N	refugee camp
B5L08-II-23	關閉	guānbì	V	to close down
B5L08-II-24	邊界	biānjiè	N	border
B5L08-II-25	通往	tōngwǎng	V	to go to, lead to
B5L08-II-26	交託	jiāotuō	V	to entrust (one's safety, life, etc...) to
B5L08-II-27	人口	rénkǒu	N	human
B5L08-II-28	販子	fànzi	N	trafficker
B5L08-II-29	助長	zhùzhǎng	V	to foster, encourage (negatively)
B5L08-II-30	支付	zhīfù	V	to make a payment to
B5L08-II-31	總理	zǒnglǐ	N	chancellor, prime minister, premier
B5L08-II-32	梅克爾	Méikè'ěr	N	Merkel (German chancellor)
B5L08-II-33	承認	chéngrèn	V	to admit, confess
B5L08-II-34	低估	dīgū	V	to underestimate
B5L08-II-35	和平	hépíng	Vs/N	peaceful; peace
B5L08-II-36	對策	duìcè	N	countermeasure, strategy
B5L08-II-37	販運	fànyùn	N	trafficking, smuggling, transporting
B5L08-II-38	首要之務	shǒuyào zhīwù	Id	top/first, the most important issue
B5L09-I-0-01	核電廠	hédiànchǎng	N	nuclear power plant
B5L09-I-0-02	熱烈	rèliè	Vs	fervent, ardent
B5L09-I-0-03	乃至	nǎizhì	Adv	and even
B5L09-I-01	遠處	yuǎnchù	N	a distance location
B5L09-I-02	輻射	fúshè	N	radiation
B5L09-I-03	外洩（泄）	wàixiè	Vi	to leak
B5L09-I-04	爆炸	bàozhà	Vp	to explode
B5L09-I-05	危言聳聽	wéiyán sǒngtīng	Id	alarmist talk, inflammatory statement
B5L09-I-06	致命	zhìmìng	Vs	lethal, fatal
B5L09-I-07	退燒	tuìshāo	Vp	to reduce fever, wane
B5L09-I-08	行之有年	xíngzhī yǒunián	Id	in use for years, long-established
B5L09-I-09	三哩島	Sānlǐdǎo	N	Three Mile Island, PA, USA
B5L09-I-10	烏克蘭	Wūkèlán	N	Ukraine
B5L09-I-11	車諾比	Chēnuòbǐ	N	Chernobyl
B5L09-I-12	福島	Fúdǎo	N	Fukushima
B5L09-I-13	核災	hézāi	N	nuclear disaster
B5L09-I-14	核電	hédiàn	N	nuclear power
B5L09-I-15	列為	lièwéi	Vst	to be ranked as, listed as
B5L09-I-16	等級	děngjí	N	level, grade
B5L09-I-17	位於	wèiyú	Vst	to be located at
B5L09-I-18	海嘯	hǎixiào	N	tsunami
B5L09-I-19	洪水	hóngshuǐ	N	flood
B5L09-I-20	數百萬	shùbǎiwàn	Ph	several millions, millions
B5L09-I-21	及時	jíshí	Adv	in time, in a timely matter
B5L09-I-22	顆	kē	M	measure for round objects (e.g., bombs)
B5L09-I-23	炸彈	zhàdàn	N	bomb
B5L09-I-24	立即	lìjí	Adv	immediately, at once
B5L09-I-25	令	lìng	Vst	to cause, make, let
B5L09-I-26	擔憂	dānyōu	Vst	worried, concerned
B5L09-I-27	歐洲癌症護理雜志	Ōuzhōu Áizhèng Hùlǐ Zázhì	Ph	European Journal of Cancer Care
B5L09-I-28	數字	shùzì	N	number, figures
B5L09-I-29	周圍	zhōuwéi	N	around, surrounding, on the periphery
B5L09-I-30	罹癌	lí'ái	Vp	to be stricken with cancer
B5L09-I-31	偏	piān	Adv	slightly
B5L09-I-32	青少年	qīngshàonián	N	adolescents
B5L09-I-33	細胞	xìbāo	N	cell
B5L09-I-34	製造	zhìzào	V	to manufacture, produce, make
B5L09-I-35	廢料	fèiliào	N	waste, waste materials
B5L09-I-36	可行	kěxíng	Vs	feasible
B5L09-I-37	偏遠	piānyuǎn	Vs	rural, distant
B5L09-I-38	任誰	rèn shéi	Ph	anybody
B5L09-I-39	因應	yīnyìng	V	to deal with, handle
B5L09-I-40	再生能源	zàishēng néngyuán	Ph	renewable energy
B5L09-I-41	妥善	tuǒshàn	Adv	adequately, properly
B5L09-I-42	頭痛	tóutòng	Vs	a headache, a pain
B5L09-I-43	無解	wújiě	Vs	have no solution, be unsolvable
B5L09-I-44	難題	nántí	N	difficult problem, tough problem
B5L09-I-45	正確	zhèngquè	Vs	accurate
B5L09-II-01	環保	huánbǎo	Vs	environmentally friendly
B5L09-II-02	聯想	liánxiǎng	Vi	to associate with in the mind, think of
B5L09-II-03	事故	shìgù	N	accident
B5L09-II-04	運作	yùnzuò	N	operation
B5L09-II-05	疏失	shūshī	N	negligence
B5L09-II-06	視為	shìwéi	Vst	to regard as
B5L09-II-07	一概而論	yígài érlùn	Id	to make sweeping generalizations
B5L09-II-08	定時	dìngshí	Vs-attr	to be fixed in time （定時炸彈）
B5L09-II-09	風力	fēnglì	N	wind power
B5L09-II-10	水利	shuǐlì	N	water power, hydropower
B5L09-II-11	火力	huǒlì	N	thermal power
