ID	Traditional	Pinyin	POS	Meaning	Tags	Audio
B4L03-I-03	女裝	nǚzhuāng	N	women's apparel		[sound:B4.03-02.003.mp3]
B4L03-I-04	何必	hébì	Adv	Why bother..., Why must?		[sound:B4.03-02.004.mp3]
B4L03-I-05	指	zhǐ	Vst	to mean, to indicate		[sound:B4.03-02.005.mp3]
B4L03-I-06	划算	huásuàn	Vs	cost effective, a good deal		[sound:B4.03-02.006.mp3]
B4L03-I-07	身材	shēncái	N	figure, build, body (shape)		[sound:B4.03-02.007.mp3]
B4L03-I-08	模特兒	mótèr	N	model		[sound:B4.03-02.008.mp3]
B4L03-I-09	不見得	bújiàndé	Adv	not necessarily		[sound:B4.03-02.009.mp3]
B4L03-I-10	仿冒品	fǎngmàopǐn	N	knock-off, counterfeit product (仿冒 fǎngmào, counterfeit; 品 -pǐn, product)		[sound:B4.03-02.010.mp3]
B4L03-I-11	瑕疵	xiácī	N	defect		[sound:B4.03-02.011.mp3]
B4L03-I-12	圖片	túpiàn	N	picture		[sound:B4.03-02.012.mp3]
B4L03-I-13	落差	luòchā	N	difference		[sound:B4.03-02.013.mp3]
B4L03-I-14	提供	tígōng	V	to offer		[sound:B4.03-02.014.mp3]
B4L03-I-15	資訊	zīxùn	N	information		[sound:B4.03-02.015.mp3]
B4L03-I-16	疑問	yíwèn	N	question, doubt		[sound:B4.03-02.016.mp3]
B4L03-I-17	嘛	ma	Ptc	sentence particle, 'it is obvious that'		[sound:B4.03-02.017.mp3]
B4L03-I-18	慣	guàn	Ptc	to get used to, accustomed to etc...		[sound:B4.03-02.018.mp3]
B4L03-I-19	瀏覽	liúlǎn	V	to browse, surf (the internet)		[sound:B4.03-02.019.mp3]
B4L03-I-20	後悔	hòuhuǐ	Vs	to regret, feel sorrowful about		[sound:B4.03-02.020.mp3]
B4L03-I-21	深夜	shēnyè	N	late at night, in the wee hours		[sound:B4.03-02.021.mp3]
B4L03-I-22	任何	rènhé	Det	any		[sound:B4.03-02.022.mp3]
B4L03-I-23	駭客	hàikè	N	hacker		[sound:B4.03-02.023.mp3]
B4L03-I-24	盜用	dàoyòng	V	to hack, use illegitimately		[sound:B4.03-02.024.mp3]
B4L03-I-25	認證	rènzhèng	V/N	to certify; certification		[sound:B4.03-02.025.mp3]
B4L03-I-26	銀髮族	yínfǎzú	N	senior citizens, seniors (銀 yín, silver; 髮 fǎ, hair)		[sound:B4.03-02.026.mp3]
B4L03-I-27	從前	cóngqián	N	in the past, before, formerly		[sound:B4.03-02.027.mp3]
B4L03-I-28	通常	tōngcháng	Adv	generally, as a rule		[sound:B4.03-02.028.mp3]
B4L03-I-29	取貨	qǔhuò	V-sep	to pick up goods		[sound:B4.03-02.029.mp3]
B4L03-I-30	付款	fùkuǎn	V-sep	to make payment		[sound:B4.03-02.030.mp3]
B4L03-I-31	雲端科技	yúnduānkējì		cloud/internet technology		[sound:B4.03-02.031.mp3]
B4L03-I-32	宅經濟	zháijīngjì		online economy		[sound:B4.03-02.032.mp3]
B4L03-I-33	用不慣	yòngbúguàn		not used/accustomed to using, not comfortable with		[sound:B4.03-02.033.mp3]
B4L03-I-34	退換	tuì huàn		to return, to exchange for something else		[sound:B4.03-02.034.mp3]
B4L03-I-35	信用卡	xìnyòng kǎ		credit card		[sound:B4.03-02.035.mp3]
B4L03-II-01	縮短	suōduǎn	Vpt	to shorten		[sound:B4.03-04.001.mp3]
B4L03-II-02	人們	rénmen	N	people in general		[sound:B4.03-04.002.mp3]
B4L03-II-03	距離	jùlí	N	distance		[sound:B4.03-04.003.mp3]
B4L03-II-04	取代	qǔdài	V	to replace		[sound:B4.03-04.004.mp3]
B4L03-II-05	信	xìn	N	letter, mail		[sound:B4.03-04.005.mp3]
B4L03-II-06	影集	yǐngjí	N	(TV) series		[sound:B4.03-04.006.mp3]
B4L03-II-07	取得	qǔdé	V	to obtain, access		[sound:B4.03-04.007.mp3]
B4L03-II-08	例如	lìrú	Vst	for example		[sound:B4.03-04.008.mp3]
B4L03-II-09	民眾	mínzhòng	N	the public, people in general		[sound:B4.03-04.009.mp3]
B4L03-II-10	高速公路	gāosù gōnglù	N	highway, freeway		[sound:B4.03-04.010.mp3]
B4L03-II-11	前	qián	N	before (formal)		[sound:B4.03-04.011.mp3]
B4L03-II-12	查詢	cháxún	V	to look up, check		[sound:B4.03-04.012.mp3]
B4L03-II-13	路況	lùkuàng	N	road situation, traffic situation		[sound:B4.03-04.013.mp3]
B4L03-II-14	避開	bìkāi	V	to avoid		[sound:B4.03-04.014.mp3]
B4L03-II-15	路段	lùduàn	N	section of road		[sound:B4.03-04.015.mp3]
B4L03-II-16	若	ruò	Conj	if, supposing		[sound:B4.03-04.016.mp3]
B4L03-II-17	運用	yùnyòng	V	to use, employ		[sound:B4.03-04.017.mp3]
B4L03-II-18	病歷	bìnglì	N	medical records		[sound:B4.03-04.018.mp3]
B4L03-II-19	例子	lìzi	N	example		[sound:B4.03-04.019.mp3]
B4L03-II-20	更加	gèngjiā	Adv	even more		[sound:B4.03-04.020.mp3]
B4L03-II-21	原本	yuánběn	Adv	originally		[sound:B4.03-04.021.mp3]
B4L03-II-22	忙碌	mánglù	Vs	busy		[sound:B4.03-04.022.mp3]
B4L03-II-23	確實	quèshí	Adv	indeed		[sound:B4.03-04.023.mp3]
B4L03-II-24	控制	kòngzhì	V	to control		[sound:B4.03-04.024.mp3]
B4L03-II-25	表弟	biǎodì	N	cousin (younger male cousin from one's mother's side as well as from one's father's sisters)		[sound:B4.03-04.025.mp3]
B4L03-II-26	退步	tuìbù	Vp	to regress, get worse, fall behind		[sound:B4.03-04.026.mp3]
B4L03-II-27	過度	guòdù	Adv	overly, excessively		[sound:B4.03-04.027.mp3]
B4L03-II-28	與	yǔ	Conj	and (formal)		[sound:B4.03-04.028.mp3]
B4L03-II-29	生理	shēnglǐ	N	physical health		[sound:B4.03-04.029.mp3]
B4L03-II-30	盯	dīng	V	to stare		[sound:B4.03-04.030.mp3]
B4L03-II-31	螢幕	yíngmù	N	screen, monitor		[sound:B4.03-04.031.mp3]
B4L03-II-32	疲倦	píjuàn	Vs	tired, fatigued		[sound:B4.03-04.032.mp3]
B4L03-II-33	視力	shìlì	N	vision, eyesight		[sound:B4.03-04.033.mp3]
B4L03-II-34	家長	jiāzhǎng	N	parent		[sound:B4.03-04.034.mp3]
B4L03-II-35	此外	cǐwài	Conj	in addition		[sound:B4.03-04.035.mp3]
B4L03-II-36	戶外	hùwài	N	outdoor		[sound:B4.03-04.036.mp3]
B4L03-II-37	人類	rénlèi	N	mankind, humans		[sound:B4.03-04.037.mp3]
B4L03-II-38	正面	zhèngmiàn	Vs	positive		[sound:B4.03-04.038.mp3]
B4L03-II-39	同時	tóngshí	Adv	at the same time		[sound:B4.03-04.039.mp3]
B4L03-II-40	負面	fùmiàn	Vs	negative		[sound:B4.03-04.040.mp3]
B4L03-II-41	沉迷	chénmí	Vs	to be obsessed with, wallow in		[sound:B4.03-04.041.mp3]
B4L03-II-42	無形中	wúxíng zhōng		imperceptibly		[sound:B4.03-04.042.mp3]
B4L03-II-43	遠距教學	yuǎnjù jiāoxué		distance learning		[sound:B4.03-04.043.mp3]
B4L03-II-44	大吵大鬧	dàchǎo dànào		to kick up a row, make a scene, scream bloody murder		[sound:B4.03-04.044.mp3]
B4L03-II-45	焦慮不安	jiāolǜ bù'ān		to be anxious		[sound:B4.03-04.045.mp3]
B4L03-II-46	總而言之	zǒng'ér yánzhī		in conclusion, to sum up, in short		[sound:B4.03-04.046.mp3]
B4L04-I-01	該	gāi	Vaux	should, ought to		[sound:B4.04-02.001.mp3]
B4L04-I-02	擺	bǎi	V	to place, display		[sound:B4.04-02.002.mp3]
B4L04-I-03	總算	zǒngsuàn	Adv	finally		[sound:B4.04-02.003.mp3]
B4L04-I-04	欸	èi	Ptc	hey, calling attention		[sound:B4.04-02.004.mp3]
B4L04-I-05	呀	yā	Ptc	particle indicating uncertainty		[sound:B4.04-02.005.mp3]
B4L04-I-06	衣櫥	yīchú	N	closet		[sound:B4.04-02.006.mp3]
B4L04-I-07	梳妝台	shūzhuāngtái	N	dressing table		[sound:B4.04-02.007.mp3]
B4L04-I-08	位置	wèizhì	N	position, location		[sound:B4.04-02.008.mp3]
B4L04-I-09	空間	kōngjiān	N	space		[sound:B4.04-02.009.mp3]
B4L04-I-10	科學	kēxué	N	science		[sound:B4.04-02.010.mp3]
B4L04-I-11	風水師	fēngshuǐshī	N	Feng Shui master, geomancer (風水 fēngshuǐ, Feng Shui; 師 -shī, master)		[sound:B4.04-02.011.mp3]
B4L04-I-12	在意	zàiyì	Vs	to care about		[sound:B4.04-02.012.mp3]
B4L04-I-13	所謂	suǒwèi	V	so-called, what is known as		[sound:B4.04-02.013.mp3]
B4L04-I-14	角度	jiǎodù	N	angle, perspective		[sound:B4.04-02.014.mp3]
B4L04-I-15	改造	gǎizào	V	to transform, restructure		[sound:B4.04-02.015.mp3]
B4L04-I-16	學問	xuéwèn	N	a branch of learning		[sound:B4.04-02.016.mp3]
B4L04-I-17	居住	jūzhù	Vi	to live, reside		[sound:B4.04-02.017.mp3]
B4L04-I-18	日常	rìcháng	Vs-attr	daily		[sound:B4.04-02.018.mp3]
B4L04-I-19	布置	bùzhì	N/V	décor, layout, arrangement; to decorate, to arrange furniture		[sound:B4.04-02.019.mp3]
B4L04-I-20	凶猛	xiōngměng	Vs	fierce, ferocious		[sound:B4.04-02.020.mp3]
B4L04-I-21	動物	dòngwù	N	animal		[sound:B4.04-02.021.mp3]
B4L04-I-22	刀	dāo	N	knife		[sound:B4.04-02.022.mp3]
B4L04-I-23	劍	jiàn	N	sword		[sound:B4.04-02.023.mp3]
B4L04-I-24	脾氣	píqì	N	temper		[sound:B4.04-02.024.mp3]
B4L04-I-25	暴躁	bàozào	Vs	cranky, irritable		[sound:B4.04-02.025.mp3]
B4L04-I-26	衝動	chōngdòng	Vs	impulsive, rash		[sound:B4.04-02.026.mp3]
B4L04-I-27	鏡子	jìngzi	N	mirror		[sound:B4.04-02.027.mp3]
B4L04-I-28	床腳	chuángjiǎo	N	foot of the bed		[sound:B4.04-02.028.mp3]
B4L04-I-29	光	guāng	Adv	alone, merely		[sound:B4.04-02.029.mp3]
B4L04-I-30	擺飾	bǎishì	N	décor, ornaments		[sound:B4.04-02.030.mp3]
B4L04-I-31	老婆	lǎopó	N	wife		[sound:B4.04-02.031.mp3]
B4L04-I-32	把	bǎ	M	measure word for objects that can be grasped or objects with a handle, e.g., umbrella, knife		[sound:B4.04-02.032.mp3]
B4L04-I-33	欺負	qīfù	V	to pick on, bully, take advantage of		[sound:B4.04-02.033.mp3]
B4L04-I-34	風水學	Fēngshuǐxué		the study of Feng Shui, geomancy (學 -xué, -ology) study,		[sound:B4.04-02.034.mp3]
B4L04-I-35	正對門	zhèng duì mén		directly facing the door		[sound:B4.04-02.035.mp3]
B4L04-I-36	譬如說	pìrú shuō		for example		[sound:B4.04-02.036.mp3]
B4L04-I-37	一口氣	yì kǒu qì		in one breath		[sound:B4.04-02.037.mp3]
B4L04-I-38	死定了	sǐdìngle		(You're) a dead man, You're toast		[sound:B4.04-02.038.mp3]
B4L04-II-01	地理	dìlǐ	N	geography		[sound:B4.04-04.001.mp3]
B4L04-II-02	便利性	biànlìxìng	N	convenience (性 -xìng, property, suffix indicating that a term is a noun)		[sound:B4.04-04.002.mp3]
B4L04-II-03	周邊	zhōubiān	N	surrounding, periphery		[sound:B4.04-04.003.mp3]
B4L04-II-04	住宅	zhùzhái	N	residence		[sound:B4.04-04.004.mp3]
B4L04-II-05	詞	cí	N	term, word		[sound:B4.04-04.005.mp3]
B4L04-II-06	西元	Xīyuán	N	A.D.		[sound:B4.04-04.006.mp3]
B4L04-II-07	推翻	tuīfān	V	to repudiate, overturn		[sound:B4.04-04.007.mp3]
B4L04-II-08	心中	xīnzhōng	N	in somebody's heart		[sound:B4.04-04.008.mp3]
B4L04-II-09	名言	míngyán	N	well-known saying		[sound:B4.04-04.009.mp3]
B4L04-II-10	建造	jiànzào	V	to build		[sound:B4.04-04.010.mp3]
B4L04-II-11	塑造	sùzào	V	to shape		[sound:B4.04-04.011.mp3]
B4L04-II-12	命運	mìngyùn	N	fate, destiny		[sound:B4.04-04.012.mp3]
B4L04-II-13	本身	běnshēn	N	itself, oneself		[sound:B4.04-04.013.mp3]
B4L04-II-14	地標	dìbiāo	N	landmark		[sound:B4.04-04.014.mp3]
B4L04-II-15	參考	cānkǎo	V/N	to make reference to; reference		[sound:B4.04-04.015.mp3]
B4L04-II-16	外觀	wàiguān	N	exterior, appearance		[sound:B4.04-04.016.mp3]
B4L04-II-17	疊	dié	V	to stack		[sound:B4.04-04.017.mp3]
B4L04-II-18	盆子	pénzi	N	basin		[sound:B4.04-04.018.mp3]
B4L04-II-19	斜	xié	Vs	slanted, tilted		[sound:B4.04-04.019.mp3]
B4L04-II-20	牆面	qiángmiàn	N	wall face		[sound:B4.04-04.020.mp3]
B4L04-II-21	聚寶盆	jùbǎopén	N	treasure basin, similar to a cornucopia but filled with treasure (聚 -jù, to gather; 寶 -bǎo, treasure; 盆 -pén, basin)		[sound:B4.04-04.021.mp3]
B4L04-II-22	角	jiǎo	N	corner		[sound:B4.04-04.022.mp3]
B4L04-II-23	龍	lóng	N	dragon		[sound:B4.04-04.023.mp3]
B4L04-II-24	古	gǔ	Vs-attr	ancient (formal)		[sound:B4.04-04.024.mp3]
B4L04-II-25	錢幣	qiánbì	N	coins, currency		[sound:B4.04-04.025.mp3]
B4L04-II-26	屋頂	wūdǐng	N	roof		[sound:B4.04-04.026.mp3]
B4L04-II-27	龜	guī	N	turtle, tortoise		[sound:B4.04-04.027.mp3]
B4L04-II-28	招財	zhāocái	Vi	to attract treasure		[sound:B4.04-04.028.mp3]
B4L04-II-29	側門	cèmén	N	side door, side gate		[sound:B4.04-04.029.mp3]
B4L04-II-30	遮雨棚	zhēyǔpéng	N	canopy, awning		[sound:B4.04-04.030.mp3]
B4L04-II-31	如意	rúyì	N	ruyi, scepter, s-shaped ornamental object that brings good luck		[sound:B4.04-04.031.mp3]
B4L04-II-32	設計	shèjì	N/V	design; to design		[sound:B4.04-04.032.mp3]
B4L04-II-33	偶然	ǒurán	Vs	random, accidental, chancy		[sound:B4.04-04.033.mp3]
B4L04-II-34	晉代	Jìn Dài		Jin Dynasty		[sound:B4.04-04.034.mp3]
B4L04-II-35	郭璞	Guō Pú		Guo Pu	People	[sound:B4.04-04.035.mp3]
B4L04-II-36	英國	Yīngguó		the UK	Place	[sound:B4.04-04.036.mp3]
B4L04-II-37	邱吉爾	Qiūjí'ěr		Churchill	People	[sound:B4.04-04.037.mp3]
B4L04-II-38	信義路	Xìnyì Lù		Xinyi Road	Place	[sound:B4.04-04.038.mp3]
B4L04-II-39	松智路	Sōngzhì Lù		Songzhi Road	Place	[sound:B4.04-04.039.mp3]
B4L04-II-40	一命二運三風水	yímìng èryùn sānfēngshuǐ		Fate is most important. Luck is second. Feng Shui is third.		[sound:B4.04-04.040.mp3]
B4L04-II-41	加起來	jiāqǐlái		to add up, totalize		[sound:B4.04-04.041.mp3]
B4L04-II-42	咬錢龜	yǎoqián guī		money-biting turtle		[sound:B4.04-04.042.mp3]
B4L04-II-43	十全十美	shíquán shíměi		perfect, pinnacle of perfection		[sound:B4.04-04.043.mp3]
B4L05-I-01	夢	mèng	N	dream		[sound:B4.05-02.001.mp3]
B4L05-I-02	排隊	páiduì	V-sep	to line up, stand in queue		[sound:B4.05-02.002.mp3]
B4L05-I-03	校刊	xiàokān	N	school newspaper, school publications of all sorts		[sound:B4.05-02.003.mp3]
B4L05-I-04	採訪	cǎifǎng	V	to interview		[sound:B4.05-02.004.mp3]
B4L05-I-05	校友	xiàoyǒu	N	alumnus		[sound:B4.05-02.005.mp3]
B4L05-I-06	博士	bóshì	N	doctorate, PhD		[sound:B4.05-02.006.mp3]
B4L05-I-07	學位	xuéwèi	N	academic degree		[sound:B4.05-02.007.mp3]
B4L05-I-08	考	kǎo	V	to take a test		[sound:B4.05-02.008.mp3]
B4L05-I-09	司機	sījī	N	driver, chauffeur		[sound:B4.05-02.009.mp3]
B4L05-I-10	學士	xuéshì	N	bachelor's, college degree		[sound:B4.05-02.010.mp3]
B4L05-I-11	地攤	dìtān	N	street stall		[sound:B4.05-02.011.mp3]
B4L05-I-12	現象	xiànxiàng	N	phenomenon		[sound:B4.05-02.012.mp3]
B4L05-I-13	稀奇	xīqí	Vs	rare (and unique), singular		[sound:B4.05-02.013.mp3]
B4L05-I-14	搶	qiǎng	V	to rob, mug		[sound:B4.05-02.014.mp3]
B4L05-I-15	批評	pīpíng	V	to criticize		[sound:B4.05-02.015.mp3]
B4L05-I-16	浪費	làngfèi	Vst	to waste		[sound:B4.05-02.016.mp3]
B4L05-I-17	畢竟	bìjìng	Adv	after all		[sound:B4.05-02.017.mp3]
B4L05-I-18	貢獻	gòngxiàn	V	to make contributions		[sound:B4.05-02.018.mp3]
B4L05-I-19	的確	díquè	Adv	indeed		[sound:B4.05-02.019.mp3]
B4L05-I-20	盲目	mángmù	Adv	blindly		[sound:B4.05-02.020.mp3]
B4L05-I-21	升學	shēngxué	Vi	to pursue further education		[sound:B4.05-02.021.mp3]
B4L05-I-22	逃避	táobì	V	to evade, escape		[sound:B4.05-02.022.mp3]
B4L05-I-23	就業	jiùyè	N/Vi	employment; to get a job		[sound:B4.05-02.023.mp3]
B4L05-I-24	延後	yánhòu	V	to postpone		[sound:B4.05-02.024.mp3]
B4L05-I-25	啃老族	kěnlǎozú	N	"a ""sponge"", a ""parasite"", somebody who feeds off the old (啃老 kěnlǎo, gnaw on the old) live off one's parents, lit. gnaw on the old)"		[sound:B4.05-02.025.mp3]
B4L05-I-26	收攤	shōutān	V-sep	to close up shop (said of street stalls)		[sound:B4.05-02.026.mp3]
B4L05-I-27	清潔隊員	qīngjiéduìyuán		cleaning squad, street cleaners (清潔 qīngjié, to clean; 隊員 -duìyuán, team member)		[sound:B4.05-02.027.mp3]
B4L05-I-28	擺地攤	bǎi dìtān		to have a street stall		[sound:B4.05-02.028.mp3]
B4L05-I-29	大多數	dàduōshù		most, the majority of		[sound:B4.05-02.029.mp3]
B4L05-I-30	話說回來	huàshuō huílái		on the other hand, however		[sound:B4.05-02.030.mp3]
B4L05-I-31	自食其力	zìshí qílì		to rely on yourself, to stand on your own two feet		[sound:B4.05-02.031.mp3]
B4L05-I-32	下一期	xiàyìqí		next issue (of a periodical)		[sound:B4.05-02.032.mp3]
B4L05-II-01	段	duàn	M	a period of (time)		[sound:B4.05-04.001.mp3]
B4L05-II-02	物價	wùjià	N	prices, commodity prices		[sound:B4.05-04.002.mp3]
B4L05-II-03	上漲	shàngzhǎng	Vp	to rise (of prices)		[sound:B4.05-04.003.mp3]
B4L05-II-04	所得	suǒdé	N	income		[sound:B4.05-04.004.mp3]
B4L05-II-05	漲	zhǎng	Vp	to rise (as of prices and water level)		[sound:B4.05-04.005.mp3]
B4L05-II-06	勉強	miǎnqiǎng	Adv	barely, with great reluctance		[sound:B4.05-04.006.mp3]
B4L05-II-07	根本	gēnběn	Adv	at all, in the slightest		[sound:B4.05-04.007.mp3]
B4L05-II-08	組織	zǔzhī	N	organization		[sound:B4.05-04.008.mp3]
B4L05-II-09	抗議	kàngyì	V	to protest against		[sound:B4.05-04.009.mp3]
B4L05-II-10	地價	dìjià	N	land prices		[sound:B4.05-04.010.mp3]
B4L05-II-11	房價	fángjià	N	housing prices		[sound:B4.05-04.011.mp3]
B4L05-II-12	高漲	gāozhǎng	Vs	to (upward) surge		[sound:B4.05-04.012.mp3]
B4L05-II-13	造成	zàochéng	Vpt	to cause, produce, make		[sound:B4.05-04.013.mp3]
B4L05-II-14	統計	tǒngjì	N	statistics		[sound:B4.05-04.014.mp3]
B4L05-II-15	窮忙	qióngmáng	Vs	busy doing things without achieving anything		[sound:B4.05-04.015.mp3]
B4L05-II-16	全球	quánqiú	N	global, worldwide		[sound:B4.05-04.016.mp3]
B4L05-II-17	景氣	jǐngqì	Vs	prosperous, booming, economic conditions		[sound:B4.05-04.017.mp3]
B4L05-II-18	施行	shīxíng	V	to implement, put into effect		[sound:B4.05-04.018.mp3]
B4L05-II-19	薪資	xīnzī	N	pay, salary, wages		[sound:B4.05-04.019.mp3]
B4L05-II-20	多年	duōnián	N	for many years, for so long		[sound:B4.05-04.020.mp3]
B4L05-II-21	未	wèi	Adv	not yet (formal)		[sound:B4.05-04.021.mp3]
B4L05-II-22	調高	tiáogāo	V	to adjust upward		[sound:B4.05-04.022.mp3]
B4L05-II-23	裁員	cáiyuán	Vi	to lay off		[sound:B4.05-04.023.mp3]
B4L05-II-24	觀察	guānchá	V	to observe, note		[sound:B4.05-04.024.mp3]
B4L05-II-25	彩券	cǎiquàn	N	lottery		[sound:B4.05-04.025.mp3]
B4L05-II-26	中獎	zhòngjiǎng	Vp-sep	to win (a prize or lottery), to hit a jackpot		[sound:B4.05-04.026.mp3]
B4L05-II-27	做夢	zuòmèng	V-sep	to dream		[sound:B4.05-04.027.mp3]
B4L05-II-28	發財	fācái	Vp-sep	to strike it rich		[sound:B4.05-04.028.mp3]
B4L05-II-29	臉色	liǎnsè	N	countenance (mood shown on face)		[sound:B4.05-04.029.mp3]
B4L05-II-30	報導	bàodǎo	N	report, article, story (news)		[sound:B4.05-04.030.mp3]
B4L05-II-31	指出	zhǐchū	V	to indicate, point out		[sound:B4.05-04.031.mp3]
B4L05-II-32	創業	chuàngyè	Vi	to set up a business		[sound:B4.05-04.032.mp3]
B4L05-II-33	餐飲業	cānyǐnyè	N	food and beverage industry		[sound:B4.05-04.033.mp3]
B4L05-II-34	人生	rénshēng	N	life		[sound:B4.05-04.034.mp3]
B4L05-II-35	及	jí	Conj	and (formal)		[sound:B4.05-04.035.mp3]
B4L05-II-36	挑戰	tiǎozhàn	N	challenge		[sound:B4.05-04.036.mp3]
B4L05-II-37	培養	péiyǎng	V	to cultivate, train, foster		[sound:B4.05-04.037.mp3]
B4L05-II-38	實力	shílì	N	strength (not physical strength)		[sound:B4.05-04.038.mp3]
B4L05-II-39	等待	děngdài	V	to wait for, await		[sound:B4.05-04.039.mp3]
B4L05-II-40	擁有	yǒngyǒu	Vst	to have as one's own, possess		[sound:B4.05-04.040.mp3]
B4L05-II-41	中國大陸	Zhōngguó Dàlù		Mainland China	Place	[sound:B4.05-04.041.mp3]
B4L05-II-42	存不了	cúnbùliǎo		can't save (money)		[sound:B4.05-04.042.mp3]
B4L05-II-43	無殼蝸牛	wúké guāniú		snails without shells (people who can't afford to buy their own home)		[sound:B4.05-04.043.mp3]
B4L05-II-44	貧富不均	pínfù bùjūn		gap between the rich and the poor, unequal distribution of wealth		[sound:B4.05-04.044.mp3]
B4L05-II-45	苦哈哈	kǔ hāhā		bitter life, very poorly		[sound:B4.05-04.045.mp3]
B4L05-II-46	另謀發展	lìngmóu fāzhǎn		to seek opportunities elsewhere		[sound:B4.05-04.046.mp3]
B4L05-II-47	恨不得	hènbùdé		to be dying to, desperately		[sound:B4.05-04.047.mp3]
B4L05-II-48	一夜致富	yíyè zhìfù		to become rich overnight		[sound:B4.05-04.048.mp3]
B4L05-II-49	一片天	yípiàntiān		place in the sun, a job that makes you happy and provides you with all the money and things that you want, paradise		[sound:B4.05-04.049.mp3]
B4L06-I-01	高來恩	Gāo Lái'ēn		a man from Switzerland	People	[sound:B4.06-02.001.mp3]
B4L06-I-02	地震	dìzhèn	N	earthquake		[sound:B4.06-02.002.mp3]
B4L06-I-03	搖	yáo	Vp	to rock, shake		[sound:B4.06-02.003.mp3]
B4L06-I-04	厲害	lìhài	Vs	fierce, formidable		[sound:B4.06-02.004.mp3]
B4L06-I-05	經常	jīngcháng	Adv	frequently		[sound:B4.06-02.005.mp3]
B4L06-I-06	倒	dǎo	Vp	to collapse		[sound:B4.06-02.006.mp3]
B4L06-I-07	橋	qiáo	N	bridge		[sound:B4.06-02.007.mp3]
B4L06-I-08	斷	duàn	Vp	to break, snap		[sound:B4.06-02.008.mp3]
B4L06-I-09	多	duó	Adv	so		[sound:B4.06-02.009.mp3]
B4L06-I-10	地區	dìqū	N	region		[sound:B4.06-02.010.mp3]
B4L06-I-11	強烈	qiángliè	Vs	strong		[sound:B4.06-02.011.mp3]
B4L06-I-12	頻率	pínlǜ	N	frequency		[sound:B4.06-02.012.mp3]
B4L06-I-13	預測	yùcè	V	to predict, forecast		[sound:B4.06-02.013.mp3]
B4L06-I-14	徵兆	zhēngzhào	N	sign, omen		[sound:B4.06-02.014.mp3]
B4L06-I-15	鳥類	niǎolèi	N	birds		[sound:B4.06-02.015.mp3]
B4L06-I-16	雞	jī	N	chicken		[sound:B4.06-02.016.mp3]
B4L06-I-17	預先	yùxiān	Adv	in advance		[sound:B4.06-02.017.mp3]
B4L06-I-18	老鼠	lǎoshǔ	N	mouse, rat		[sound:B4.06-02.018.mp3]
B4L06-I-19	貓	māo	N	cat		[sound:B4.06-02.019.mp3]
B4L06-I-20	馬	mǎ	N	horse		[sound:B4.06-02.020.mp3]
B4L06-I-21	證實	zhèngshí	V	to verify		[sound:B4.06-02.021.mp3]
B4L06-I-22	應變	yìngbiàn	Vi	to meet an emergency		[sound:B4.06-02.022.mp3]
B4L06-I-23	隨手	suíshǒu	Adv	within easy reach		[sound:B4.06-02.023.mp3]
B4L06-I-24	白	bái	Adv	in vain		[sound:B4.06-02.024.mp3]
B4L06-I-25	嫌	xián	Vst	to grumble		[sound:B4.06-02.025.mp3]
B4L06-I-26	事前	shìqián	Adv	in advance		[sound:B4.06-02.026.mp3]
B4L06-I-27	總是	zǒngshì	Adv	always		[sound:B4.06-02.027.mp3]
B4L06-I-28	西歐	Xī Ōu		Western Europe	Place	[sound:B4.06-02.028.mp3]
B4L06-I-29	北歐	Běi Ōu		Northern Europe	Place	[sound:B4.06-02.029.mp3]
B4L06-I-30	中歐	Zhōng Ōu		Central Europe	Place	[sound:B4.06-02.030.mp3]
B4L06-I-31	澳洲	Àozhōu		Australia	Place	[sound:B4.06-02.031.mp3]
B4L06-I-32	南美洲	Nán Měizhōu		South America	Place	[sound:B4.06-02.032.mp3]
B4L06-I-33	地球科學	dìqiú kēxué		earth science studies		[sound:B4.06-02.033.mp3]
B4L06-I-34	菲律賓	Fēilǜbīn		the Philippines	Place	[sound:B4.06-02.034.mp3]
B4L06-I-35	天搖地動	tiānyáo dìdòng		swaying heavens and trembling earth, earth-shaking		[sound:B4.06-02.035.mp3]
B4L06-I-36	壓死	yāsǐ		crushed to death		[sound:B4.06-02.036.mp3]
B4L06-I-37	災情慘重	zāiqíng cǎnzhòng		in serious disaster		[sound:B4.06-02.037.mp3]
B4L06-I-38	東半部	dōngbànbù		the eastern half		[sound:B4.06-02.038.mp3]
B4L06-I-39	地震帶	dìzhèn dài		seismic zone, earthquake belt		[sound:B4.06-02.039.mp3]
B4L06-I-40	救生包	jiùshēng bāo		survival kit, survival pack		[sound:B4.06-02.040.mp3]
B4L06-I-41	有備無患	yǒubèi wúhuàn		be prepared, be on the safe side		[sound:B4.06-02.041.mp3]
B4L06-II-01	如何	rúhé	Adv	how		[sound:B4.06-04.001.mp3]
B4L06-II-02	逃生	táoshēng	Vi	to evacuate		[sound:B4.06-04.002.mp3]
B4L06-II-03	發達	fādá	Vs	advanced, developed		[sound:B4.06-04.003.mp3]
