ID	Traditional	Simplified	Pinyin	POS	Meaning	Audio	Variants	Tags
B4L05-II-48	一夜致富	一夜致富	yíyè zhìfù	Ph	to become rich overnight	[sound:dangdai-B4L05-II-48.mp3]		
B4L05-II-49	一片天	一片天	yípiàntiān	Ph	place in the sun, a job that makes you happy and provides you with all the money and things that you want, paradise	[sound:dangdai-B4L05-II-49.mp3]		
B4L06-I-01	高來恩	高来恩	Gāo Lái'ēn		a man from Switzerland	[sound:dangdai-B4L06-I-01.mp3]		Character Name
B4L06-I-02	地震	地震	dìzhèn	N	earthquake	[sound:dangdai-B4L06-I-02.mp3]		
B4L06-I-03	搖	摇	yáo	Vp	to rock, shake	[sound:dangdai-B4L06-I-03.mp3]		
B4L06-I-04	厲害	厉害	lìhài	Vs	fierce, formidable	[sound:dangdai-B4L06-I-04.mp3]		
B4L06-I-05	經常	经常	jīngcháng	Adv	frequently	[sound:dangdai-B4L06-I-05.mp3]		
B4L06-I-06	倒	倒	dǎo	Vp	to collapse	[sound:dangdai-B4L06-I-06.mp3]		
B4L06-I-07	橋	桥	qiáo	N	bridge	[sound:dangdai-B4L06-I-07.mp3]		
B4L06-I-08	斷	断	duàn	Vp	to break, snap	[sound:dangdai-B4L06-I-08.mp3]		
B4L06-I-09	多	多	duó	Adv	so	[sound:dangdai-B4L06-I-09.mp3]		
B4L06-I-10	地區	地区	dìqū	N	region	[sound:dangdai-B4L06-I-10.mp3]		
B4L06-I-11	強烈	强烈	qiángliè	Vs	strong	[sound:dangdai-B4L06-I-11.mp3]		
B4L06-I-12	頻率	频率	pínlǜ	N	frequency	[sound:dangdai-B4L06-I-12.mp3]		
B4L06-I-13	預測	预测	yùcè	V	to predict, forecast	[sound:dangdai-B4L06-I-13.mp3]		
B4L06-I-14	徵兆	征兆	zhēngzhào	N	sign, omen	[sound:dangdai-B4L06-I-14.mp3]		
B4L06-I-15	鳥類	鸟类	niǎolèi	N	birds	[sound:dangdai-B4L06-I-15.mp3]		
B4L06-I-16	雞	鸡	jī	N	chicken	[sound:dangdai-B4L06-I-16.mp3]		
B4L06-I-17	預先	预先	yùxiān	Adv	in advance	[sound:dangdai-B4L06-I-17.mp3]		
B4L06-I-18	老鼠	老鼠	lǎoshǔ	N	mouse, rat	[sound:dangdai-B4L06-I-18.mp3]		
B4L06-I-19	貓	猫	māo	N	cat	[sound:dangdai-B4L06-I-19.mp3]		
B4L06-I-20	馬	马	mǎ	N	horse	[sound:dangdai-B4L06-I-20.mp3]		
B4L06-I-21	證實	证实	zhèngshí	V	to verify	[sound:dangdai-B4L06-I-21.mp3]		
B4L06-I-22	應變	应变	yìngbiàn	Vi	to meet an emergency	[sound:dangdai-B4L06-I-22.mp3]		
B4L06-I-23	隨手	随手	suíshǒu	Adv	within easy reach	[sound:dangdai-B4L06-I-23.mp3]		
B4L06-I-24	白	白	bái	Adv	in vain	[sound:dangdai-B4L06-I-24.mp3]		
B4L06-I-25	嫌	嫌	xián	Vst	to grumble	[sound:dangdai-B4L06-I-25.mp3]		
B4L06-I-26	事前	事前	shìqián	Adv	in advance	[sound:dangdai-B4L06-I-26.mp3]		
B4L06-I-27	總是	总是	zǒngshì	Adv	always	[sound:dangdai-B4L06-I-27.mp3]		
B4L06-I-28	西歐	西欧	Xī Ōu		Western Europe	[sound:dangdai-B4L06-I-28.mp3]		Name
B4L06-I-29	北歐	北欧	Běi Ōu		Northern Europe	[sound:dangdai-B4L06-I-29.mp3]		Name
B4L06-I-30	中歐	中欧	Zhōng Ōu		Central Europe	[sound:dangdai-B4L06-I-30.mp3]		Name
B4L06-I-31	澳洲	澳洲	Àozhōu		Australia	[sound:dangdai-B4L06-I-31.mp3]		Name
B4L06-I-32	南美洲	南美洲	Nán Měizhōu		South America	[sound:dangdai-B4L06-I-32.mp3]		Name
B4L06-I-33	地球科學	地球科学	dìqiú kēxué		earth science studies	[sound:dangdai-B4L06-I-33.mp3]		Name
B4L06-I-34	菲律賓	菲律宾	Fēilǜbīn		the Philippines	[sound:dangdai-B4L06-I-34.mp3]		Name
B4L06-I-35	天搖地動	天摇地动	tiānyáo dìdòng	Ph	swaying heavens and trembling earth, earth-shaking	[sound:dangdai-B4L06-I-35.mp3]		
B4L06-I-36	壓死	压死	yāsǐ	Ph	crushed to death	[sound:dangdai-B4L06-I-36.mp3]		
B4L06-I-37	災情慘重	灾情惨重	zāiqíng cǎnzhòng	Ph	in serious disaster	[sound:dangdai-B4L06-I-37.mp3]		
B4L06-I-38	東半部	东半部	dōngbànbù	Ph	the eastern half	[sound:dangdai-B4L06-I-38.mp3]		
B4L06-I-39	地震帶	地震带	dìzhèn dài	Ph	seismic zone, earthquake belt	[sound:dangdai-B4L06-I-39.mp3]		
B4L06-I-40	救生包	救生包	jiùshēng bāo	Ph	survival kit, survival pack	[sound:dangdai-B4L06-I-40.mp3]		
B4L06-I-41	有備無患	有备无患	yǒubèi wúhuàn	Ph	be prepared, be on the safe side	[sound:dangdai-B4L06-I-41.mp3]		
B4L06-II-01	如何	如何	rúhé	Adv	how	[sound:dangdai-B4L06-II-01.mp3]		
B4L06-II-02	逃生	逃生	táoshēng	Vi	to evacuate	[sound:dangdai-B4L06-II-02.mp3]		
B4L06-II-03	發達	发达	fādá	Vs	advanced, developed	[sound:dangdai-B4L06-II-03.mp3]		
B4L06-II-04	天災	天灾	tiānzāi	N	natural disaster	[sound:dangdai-B4L06-II-04.mp3]		
B4L06-II-05	災害	灾害	zāihài	N	disaster, damage (from a disaster)	[sound:dangdai-B4L06-II-05.mp3]		
B4L06-II-06	程度	程度	chéngdù	N	degree, level	[sound:dangdai-B4L06-II-06.mp3]		
B4L06-II-07	首先	首先	shǒuxiān	Adv	first of all	[sound:dangdai-B4L06-II-07.mp3]		
B4L06-II-08	其次	其次	qícì	Adv	second, next, then	[sound:dangdai-B4L06-II-08.mp3]		
B4L06-II-09	災難	灾难	zāinàn	N	disaster	[sound:dangdai-B4L06-II-09.mp3]		
B4L06-II-10	緊急	紧急	jǐnjí	Vs	in emergency	[sound:dangdai-B4L06-II-10.mp3]		
B4L06-II-11	必需品	必需品	bìxūpǐn	N	necessities (必需 bìxū, essential, indispensable)	[sound:dangdai-B4L06-II-11.mp3]		
B4L06-II-12	譬如	譬如	pìrú	Vst	for example, like	[sound:dangdai-B4L06-II-12.mp3]		
B4L06-II-13	手電筒	手电筒	shǒudiàntǒng	N	flashlight, torch	[sound:dangdai-B4L06-II-13.mp3]		
B4L06-II-14	餅乾	饼干	bǐnggān	N	crackers, cookies	[sound:dangdai-B4L06-II-14.mp3]		
B4L06-II-15	平時	平时	píngshí	N	in ordinary times	[sound:dangdai-B4L06-II-15.mp3]		
B4L06-II-16	狀況	状况	zhuàngkuàng	N	situation, circumstance	[sound:dangdai-B4L06-II-16.mp3]		
B4L06-II-17	慌張	慌张	huāngzhāng	Vs	to panic, be flustered	[sound:dangdai-B4L06-II-17.mp3]		
B4L06-II-18	停電	停电	tíngdiàn	Vp-sep	to have a power outage	[sound:dangdai-B4L06-II-18.mp3]		
B4L06-II-19	黑暗	黑暗	hēi'àn	N	the darkness	[sound:dangdai-B4L06-II-19.mp3]		
B4L06-II-20	方向	方向	fāngxiàng	N	direction	[sound:dangdai-B4L06-II-20.mp3]		
B4L06-II-21	集合	集合	jíhé	Vi	to meet, assemble	[sound:dangdai-B4L06-II-21.mp3]		
B4L06-II-22	裂縫	裂缝	lièfèng	N	crack	[sound:dangdai-B4L06-II-22.mp3]		
B4L06-II-23	瓦斯	瓦斯	wǎsī	N	natural gas	[sound:dangdai-B4L06-II-23.mp3]		
B4L06-II-24	開關	开关	kāiguān	N	switch	[sound:dangdai-B4L06-II-24.mp3]		
B4L06-II-25	火災	火灾	huǒzāi	N	fire (disaster), conflagration	[sound:dangdai-B4L06-II-25.mp3]		
B4L06-II-26	門框	门框	ménkuāng	N	door frame	[sound:dangdai-B4L06-II-26.mp3]		
B4L06-II-27	歪	歪	wāi	Vp	askew, slanted, crooked	[sound:dangdai-B4L06-II-27.mp3]		
B4L06-II-28	頭部	头部	tóubù	N	head	[sound:dangdai-B4L06-II-28.mp3]		
B4L06-II-29	冷靜	冷静	lěngjìng	Vs	cool-headed, calm	[sound:dangdai-B4L06-II-29.mp3]		
B4L06-II-30	穩	稳	wěn	Vs	steady	[sound:dangdai-B4L06-II-30.mp3]		
B4L06-II-31	櫃子	柜子	guìzi	N	closet, cabinet	[sound:dangdai-B4L06-II-31.mp3]		
B4L06-II-32	牆壁	墙壁	qiángbì	N	wall	[sound:dangdai-B4L06-II-32.mp3]		
B4L06-II-33	倒塌	倒塌	dǎotā	Vp	to collapse	[sound:dangdai-B4L06-II-33.mp3]		
B4L06-II-34	電梯	电梯	diàntī	N	elevator	[sound:dangdai-B4L06-II-34.mp3]		
B4L06-II-35	反而	反而	fǎn'ér	Conj	on the contrary, rather	[sound:dangdai-B4L06-II-35.mp3]		
B4L06-II-36	堅固	坚固	jiāngù	Vs	strong, firm, solid	[sound:dangdai-B4L06-II-36.mp3]		
B4L06-II-37	柱子	柱子	zhùzi	N	pillar, column	[sound:dangdai-B4L06-II-37.mp3]		
B4L06-II-38	碰	碰	pèng	V	to hit, bump into	[sound:dangdai-B4L06-II-38.mp3]		
B4L06-II-39	形成	形成	xíngchéng	V	to form	[sound:dangdai-B4L06-II-39.mp3]		
B4L06-II-40	三角形	三角形	sānjiǎoxíng	N	triangle	[sound:dangdai-B4L06-II-40.mp3]		
B4L06-II-41	保持	保持	bǎochí	V	to remain, stay	[sound:dangdai-B4L06-II-41.mp3]		
B4L06-II-42	平靜	平静	píngjìng	Vs	calm	[sound:dangdai-B4L06-II-42.mp3]		
B4L06-II-43	指示	指示	zhǐshì	N	instructions, commands	[sound:dangdai-B4L06-II-43.mp3]		
B4L06-II-44	救援	救援	jiùyuán	Vi	to rescue	[sound:dangdai-B4L06-II-44.mp3]		
B4L06-II-45	行動	行动	xíngdòng	N	activity, action, operations	[sound:dangdai-B4L06-II-45.mp3]		
B4L06-II-46	掉下來	掉下来	diàoxiàlái	Ph	to fall down, to drop	[sound:dangdai-B4L06-II-46.mp3]		
B4L06-II-47	倒下來	倒下来	dǎoxiàlái	Ph	to fall over, to collapse	[sound:dangdai-B4L06-II-47.mp3]		
B4L06-II-48	救災人員	救灾人员	jiùzāi rényuán	Ph	rescue personnel	[sound:dangdai-B4L06-II-48.mp3]		
B4L07-I-01	博文	博文	Bówén		a senior in college	[sound:dangdai-B4L07-I-01.mp3]		Character Name
B4L07-I-02	玉珍	玉珍	Yùzhēn		a sophomore in college	[sound:dangdai-B4L07-I-02.mp3]		Character Name
B4L07-I-03	學妹	学妹	xuémèi	N	female lower classmate (see culture notes)	[sound:dangdai-B4L07-I-03.mp3]		
B4L07-I-04	學弟	学弟	xuédì	N	male lower classmate	[sound:dangdai-B4L07-I-04.mp3]		
B4L07-I-05	彈	弹	tán	V	to play (piano, guitar)	[sound:dangdai-B4L07-I-05.mp3]		
B4L07-I-06	吉他	吉他	jítā	N	guitar	[sound:dangdai-B4L07-I-06.mp3]		
B4L07-I-07	交	交	jiāo	V	to submit, hand in	[sound:dangdai-B4L07-I-07.mp3]		
B4L07-I-08	家教	家教	jiājiào	N	coach, tutor	[sound:dangdai-B4L07-I-08.mp3]		
B4L07-I-09	學長	学长	xuézhǎng	N	male upper classmate	[sound:dangdai-B4L07-I-09.mp3]		
B4L07-I-10	還	还	hái	Adv	to one's surprise	[sound:dangdai-B4L07-I-10.mp3]		
B4L07-I-11	進度	进度	jìndù	N	progress	[sound:dangdai-B4L07-I-11.mp3]		
B4L07-I-12	落後	落后	luòhòu	Vp	to fall behind, lag	[sound:dangdai-B4L07-I-12.mp3]		
B4L07-I-13	完成	完成	wánchéng	Vpt	to complete	[sound:dangdai-B4L07-I-13.mp3]		
B4L07-I-14	一連	一连	yìlián	Adv	in a row, in succession	[sound:dangdai-B4L07-I-14.mp3]		
B4L07-I-15	約會	约会	yuēhuì	V-sep	to make a date/appointment	[sound:dangdai-B4L07-I-15.mp3]		
B4L07-I-16	一生	一生	yìshēng	N	(for) one's life	[sound:dangdai-B4L07-I-16.mp3]		
B4L07-I-17	時光	时光	shíguāng	N	time	[sound:dangdai-B4L07-I-17.mp3]		
B4L07-I-18	倒流	倒流	dàoliú	Vp	to flow backward	[sound:dangdai-B4L07-I-18.mp3]		
B4L07-I-19	加強	加强	jiāqiáng	V	to strengthen	[sound:dangdai-B4L07-I-19.mp3]		
B4L07-I-20	至少	至少	zhìshǎo	Adv	at least	[sound:dangdai-B4L07-I-20.mp3]		
B4L07-I-21	訓練	训练	xùnliàn	N/V	training; to train	[sound:dangdai-B4L07-I-21.mp3]		
B4L07-I-22	外國	外国	wàiguó	N	other countries, abroad, foreign	[sound:dangdai-B4L07-I-22.mp3]		
B4L07-I-23	爭取	争取	zhēngqǔ	V	to vie for, compete for	[sound:dangdai-B4L07-I-23.mp3]		
B4L07-I-24	實習	实习	shíxí	Vi	to intern	[sound:dangdai-B4L07-I-24.mp3]		
B4L07-I-25	二分之一	二分之一	èrfēn zhīyī	Ph	1/2	[sound:dangdai-B4L07-I-25.mp3]		
B4L07-I-26	一下…一下…	一下…一下…	yíxià...yíxià...	Ph	measure phrase, describing fast-changing alternating scenes of two activities	[sound:dangdai-B4L07-I-26.mp3]		
B4L07-I-27	到時候	到时候	dào shíhòu	Ph	at that time, when the time comes	[sound:dangdai-B4L07-I-27.mp3]		
B4L07-I-28	談戀愛	谈恋爱	tán liàn'ài	Ph	to be in love, go steady (said of dating couples)	[sound:dangdai-B4L07-I-28.mp3]		
B4L07-I-29	低空飛過	低空飞过	dīkōng fēiguò	Ph	barely managed to pass (a test, course)	[sound:dangdai-B4L07-I-29.mp3]		
B4L07-I-30	有助於	有助于	yǒuzhùyú	Ph	to help in something, be beneficial to something	[sound:dangdai-B4L07-I-30.mp3]		
B4L07-I-31	寒暑假	寒暑假	hánshǔ jià	Ph	winter and summer vacations	[sound:dangdai-B4L07-I-31.mp3]		
B4L07-II-01	暗戀	暗恋	ànliàn	V	to have a crush on someone	[sound:dangdai-B4L07-II-01.mp3]		
B4L07-II-02	目光	目光	mùguāng	N	eyes, gaze	[sound:dangdai-B4L07-II-02.mp3]		
B4L07-II-03	移動	移动	yídòng	Vi	to move	[sound:dangdai-B4L07-II-03.mp3]		
B4L07-II-04	於是	于是	yúshì	Conj	so, whereupon	[sound:dangdai-B4L07-II-04.mp3]		
B4L07-II-05	原來	原来	yuánlái	Adv	the truth is	[sound:dangdai-B4L07-II-05.mp3]		
B4L07-II-06	煩惱	烦恼	fánnǎo	Vs	to be troubled, vexed	[sound:dangdai-B4L07-II-06.mp3]		
B4L07-II-07	擔任	担任	dānrèn	V	to hold the post of	[sound:dangdai-B4L07-II-07.mp3]		
B4L07-II-08	學生會	学生会	xuéshēnghuì	N	student union (會 -huì, organization)	[sound:dangdai-B4L07-II-08.mp3]		
B4L07-II-09	會長	会长	huìzhǎng	N	president of an association, club etc... (長 -zhǎng, head)	[sound:dangdai-B4L07-II-09.mp3]		
B4L07-II-10	校隊	校队	xiàoduì	N	school team	[sound:dangdai-B4L07-II-10.mp3]		
B4L07-II-11	隊員	队员	duìyuán	N	team member (員 -yuán, member, person)	[sound:dangdai-B4L07-II-11.mp3]		
B4L07-II-12	高大	高大	gāodà	Vs	tall and big, bulky	[sound:dangdai-B4L07-II-12.mp3]		
B4L07-II-13	帥氣	帅气	shuàiqì	Vs	dashing, handsome	[sound:dangdai-B4L07-II-13.mp3]		
B4L07-II-14	雙	双	shuāng	M	a pair of	[sound:dangdai-B4L07-II-14.mp3]		
B4L07-II-15	開朗	开朗	kāilǎng	Vs	cheerful	[sound:dangdai-B4L07-II-15.mp3]		
B4L07-II-16	微笑	微笑	wéixiào	Vi	to smile	[sound:dangdai-B4L07-II-16.mp3]		
B4L07-II-17	情人節	情人节	qíngrénjié	N	Valentine's Day (節 -jié, holiday, day)	[sound:dangdai-B4L07-II-17.mp3]		
B4L07-II-18	親手	亲手	qīnshǒu	Adv	personally, with one's own hands	[sound:dangdai-B4L07-II-18.mp3]		
B4L07-II-19	巧克力	巧克力	qiǎokèlì	N	chocolate	[sound:dangdai-B4L07-II-19.mp3]		
B4L07-II-20	當天	当天	dāngtiān	N	that day	[sound:dangdai-B4L07-II-20.mp3]		
B4L07-II-21	堆	堆	duī	M	a pile of	[sound:dangdai-B4L07-II-21.mp3]		
B4L07-II-22	向	向	xiàng	Prep	to	[sound:dangdai-B4L07-II-22.mp3]		
B4L07-II-23	告白	告白	gàobái	Vi	to confess	[sound:dangdai-B4L07-II-23.mp3]		
B4L07-II-24	萬人迷	万人迷	wànrénmí	N	heartthrob (迷 -mí, charmer)	[sound:dangdai-B4L07-II-24.mp3]		
B4L07-II-25	交往	交往	jiāowǎng	Vi	to go steady, to date	[sound:dangdai-B4L07-II-25.mp3]		
B4L07-II-26	系花	系花	xìhuā	N	department beauty, the most beautiful girl in a department	[sound:dangdai-B4L07-II-26.mp3]		
B4L07-II-27	追	追	zhuī	V	to chase, woo	[sound:dangdai-B4L07-II-27.mp3]		
B4L07-II-28	情書	情书	qíngshū	N	love letter	[sound:dangdai-B4L07-II-28.mp3]		
B4L07-II-29	態度	态度	tàidù	N	attitude	[sound:dangdai-B4L07-II-29.mp3]		
B4L07-II-30	曖昧	暧昧	àimèi	Vs	ambiguous (about one's relationship)	[sound:dangdai-B4L07-II-30.mp3]		
B4L07-II-31	甜蜜	甜蜜	tiánmì	Vs	sweet	[sound:dangdai-B4L07-II-31.mp3]		
B4L07-II-32	溫柔	温柔	wēnróu	Vs	tender	[sound:dangdai-B4L07-II-32.mp3]		
B4L07-II-33	訊息	讯息	xùnxí	N	message	[sound:dangdai-B4L07-II-33.mp3]		
B4L07-II-34	忌妒	忌妒	jìdù	Vst	to be jealous	[sound:dangdai-B4L07-II-34.mp3]		
B4L07-II-35	安全感	安全感	ānquángǎn	N	the feeling of security (感 -gǎn, sense/feeling of)	[sound:dangdai-B4L07-II-35.mp3]		
B4L07-II-36	吃醋	吃醋	chīcù	Vp-sep	to be jealous	[sound:dangdai-B4L07-II-36.mp3]		
B4L07-II-37	吵架	吵架	chǎojià	V-sep	to quarrel, fight, argue	[sound:dangdai-B4L07-II-37.mp3]		
B4L07-II-38	牽	牵	qiān	V	to hold	[sound:dangdai-B4L07-II-38.mp3]		
B4L07-II-39	吻	吻	wěn	V	to kiss	[sound:dangdai-B4L07-II-39.mp3]		
B4L07-II-40	劈腿	劈腿	pītuǐ	Vp-sep	to two-time	[sound:dangdai-B4L07-II-40.mp3]		
B4L07-II-41	糟糕	糟糕	zāogāo	Ptc	oh no, how terrible, what bad luck!	[sound:dangdai-B4L07-II-41.mp3]		
B4L07-II-42	何清源	何清源	Hé Qīngyuán		a male college student	[sound:dangdai-B4L07-II-42.mp3]		Name
B4L07-II-43	林榮華	林荣华	Lín Rónghuá		a male college student	[sound:dangdai-B4L07-II-43.mp3]		Name
B4L07-II-44	一見鍾情	一见钟情	yíjiàn zhōngqíng	Ph	love at first sight	[sound:dangdai-B4L07-II-44.mp3]		
B4L07-II-45	一舉一動	一举一动	yìjǔ yídòng	Ph	every move	[sound:dangdai-B4L07-II-45.mp3]		
B4L07-II-46	前一天	前一天	qián yì tiān	Ph	the day before	[sound:dangdai-B4L07-II-46.mp3]		
B4L07-II-47	已讀不回	已读不回	yǐdú bùhuí	Ph	read without reply	[sound:dangdai-B4L07-II-47.mp3]		
B4L08-I-01	王麗華	王丽华	Wáng Lìhuá		a woman from Taiwan	[sound:dangdai-B4L08-I-01.mp3]		Character Name
B4L08-I-02	魯亞	鲁亚	Lǔ Yǎ		a man from Turkey	[sound:dangdai-B4L08-I-02.mp3]		Character Name
B4L08-I-03	論文	论文	lùnwén	N	thesis, dissertation, scholarly article	[sound:dangdai-B4L08-I-03.mp3]		
B4L08-I-04	反正	反正	fǎnzhèng	Adv	in any case	[sound:dangdai-B4L08-I-04.mp3]		
B4L08-I-05	不只	不只	bùzhǐ	Adv	not only	[sound:dangdai-B4L08-I-05.mp3]		
B4L08-I-06	哈	哈	hā	Ptc	ha	[sound:dangdai-B4L08-I-06.mp3]		
B4L08-I-07	代替	代替	dàitì	V	to substitute, to be in place of	[sound:dangdai-B4L08-I-07.mp3]		
B4L08-I-08	獨自	独自	dúzì	Adv	alone, by oneself	[sound:dangdai-B4L08-I-08.mp3]		
B4L08-I-09	難免	难免	nánmiǎn	Adv	inevitably, hard to avoid	[sound:dangdai-B4L08-I-09.mp3]		
B4L08-I-10	費用	费用	fèiyòng	N	costs, expense	[sound:dangdai-B4L08-I-10.mp3]		
B4L08-I-11	觀念	观念	guānniàn	N	concept, notion	[sound:dangdai-B4L08-I-11.mp3]		
B4L08-I-12	代	代	dài	N	generation	[sound:dangdai-B4L08-I-12.mp3]		
B4L08-I-13	婚姻	婚姻	hūnyīn	N	marriage	[sound:dangdai-B4L08-I-13.mp3]		
B4L08-I-14	束縛	束缚	shùfú	V	to be fettered by, bound by, shackled by	[sound:dangdai-B4L08-I-14.mp3]		
B4L08-I-15	追求	追求	zhuīqiú	V	to pursue	[sound:dangdai-B4L08-I-15.mp3]		
B4L08-I-16	倒是	倒是	dàoshì	Adv	on the other hand	[sound:dangdai-B4L08-I-16.mp3]		
B4L08-I-17	推行	推行	tuīxíng	V	to promote	[sound:dangdai-B4L08-I-17.mp3]		
B4L08-I-18	生育	生育	shēngyù	V/N	to have babies; reproduction, childbirth	[sound:dangdai-B4L08-I-18.mp3]		
B4L08-I-19	補助	补助	bǔzhù	V/N	to subsidize; subsidy, allowance	[sound:dangdai-B4L08-I-19.mp3]		
B4L08-I-20	老人	老人	lǎorén	N	old people, seniors	[sound:dangdai-B4L08-I-20.mp3]		
B4L08-I-21	夫婦	夫妇	fūfù	N	husband and wife, couple (夫 -fū, man; 婦 -fù, woman)	[sound:dangdai-B4L08-I-21.mp3]		
B4L08-I-22	獨生子	独生子	dúshēngzǐ	N	only child (male)	[sound:dangdai-B4L08-I-22.mp3]		
B4L08-I-23	寵	宠	chǒng	Vst	to spoil (somebody)	[sound:dangdai-B4L08-I-23.mp3]		
B4L08-I-24	職業	职业	zhíyè	N	occupation, profession	[sound:dangdai-B4L08-I-24.mp3]		
B4L08-I-25	婦產科	妇产科	fùchǎnkē	N	obstetrics and gynecology, OB/GYN (婦 -fù, woman; 產 -chǎn, produce; 科 -kē, department)	[sound:dangdai-B4L08-I-25.mp3]		
B4L08-I-26	失業	失业	shīyè	Vp	to lose one's job, to become unemployed	[sound:dangdai-B4L08-I-26.mp3]		
B4L08-I-27	補習班	补习班	bǔxíbān	N	cram school (補習 bǔxí, supplement studies; 班 -bān, class)	[sound:dangdai-B4L08-I-27.mp3]		
B4L08-I-28	不可思議	不可思议	bùkě sīyì	Ph	hard to comprehend, beyond logic, unbelievable	[sound:dangdai-B4L08-I-28.mp3]		
B4L08-I-29	有話直說	有话直说	yǒuhuà zhíshuō	Ph	to be frank, don't hold anything back, spit it out	[sound:dangdai-B4L08-I-29.mp3]		
B4L08-I-30	娃娃推車	娃娃推车	wáwa tuīchē	Ph	baby carriage	[sound:dangdai-B4L08-I-30.mp3]		
B4L08-I-31	不足為奇	不足为奇	bùzú wéiqí	Ph	nothing strange, not surprising at all	[sound:dangdai-B4L08-I-31.mp3]		
B4L08-I-32	遠遠	远远	yuǎnyuǎn	Ph	by far	[sound:dangdai-B4L08-I-32.mp3]		
B4L08-I-33	傳宗接代	传宗接代	chuánzōng jiēdài	Ph	carry on the family line	[sound:dangdai-B4L08-I-33.mp3]		
B4L08-I-34	無拘無束	无拘无束	wújū wúshù	Ph	carefree, free, do as one pleases	[sound:dangdai-B4L08-I-34.mp3]		
B4L08-I-35	老一輩	老一辈	lǎoyíbèi	Ph	the older generation	[sound:dangdai-B4L08-I-35.mp3]		
B4L08-I-36	一胎化政策	一胎化政策	yìtāihuà zhèngcè	Ph	One Child Policy	[sound:dangdai-B4L08-I-36.mp3]		
B4L08-I-37	這下子	这下子	zhèxiàzi	Ph	as a consequence	[sound:dangdai-B4L08-I-37.mp3]		
B4L08-II-01	已	已	yǐ	Adv	already (formal)	[sound:dangdai-B4L08-II-01.mp3]		
B4L08-II-02	生育率	生育率	shēngyùlǜ	N	birth rate (率 -lǜ, rate)	[sound:dangdai-B4L08-II-02.mp3]		
B4L08-II-03	離婚	离婚	líhūn	Vp-sep	to get divorced	[sound:dangdai-B4L08-II-03.mp3]		
B4L08-II-04	年齡	年龄	niánlíng	N	age	[sound:dangdai-B4L08-II-04.mp3]		
B4L08-II-05	較	较	jiào	Adv	comparatively more (formal)	[sound:dangdai-B4L08-II-05.mp3]		
B4L08-II-06	使	使	shǐ	Vst	to cause	[sound:dangdai-B4L08-II-06.mp3]		
B4L08-II-07	行業	行业	hángyè	N	businesses, walks of life	[sound:dangdai-B4L08-II-07.mp3]		
B4L08-II-08	重大	重大	zhòngdà	Vs	enormous, heavy	[sound:dangdai-B4L08-II-08.mp3]		
B4L08-II-09	幼稚園	幼稚园	yòuzhìyuán	N	kindergarten	[sound:dangdai-B4L08-II-09.mp3]		
B4L08-II-10	招生	招生	zhāoshēng	Vi	to recruit students, find students	[sound:dangdai-B4L08-II-10.mp3]		
B4L08-II-11	減班	减班	jiǎnbān	Vp-sep	to reduce enrollments	[sound:dangdai-B4L08-II-11.mp3]		
B4L08-II-12	將	将	jiāng	Adv	will soon	[sound:dangdai-B4L08-II-12.mp3]		
B4L08-II-13	少子化	少子化	shǎozǐhuà	Vp	low birth rate (少, few; 子, children; 化 -huà, -ize, suffix indicating tranformation)	[sound:dangdai-B4L08-II-13.mp3]		
B4L08-II-14	連鎖	连锁	liánsuǒ	Vs-attr	chain, franchise	[sound:dangdai-B4L08-II-14.mp3]		
B4L08-II-15	兒童	儿童	értóng	N	child(ren)	[sound:dangdai-B4L08-II-15.mp3]		
B4L08-II-16	美語	美语	Měiyǔ	N	(American) English	[sound:dangdai-B4L08-II-16.mp3]		
B4L08-II-17	倒閉	倒闭	dǎobì	Vp	to go out of business	[sound:dangdai-B4L08-II-17.mp3]		
B4L08-II-18	何況	何况	hékuàng	Adv	much less, let alone	[sound:dangdai-B4L08-II-18.mp3]		
B4L08-II-19	無法	无法	wúfǎ	Adv	to be unable to	[sound:dangdai-B4L08-II-19.mp3]		
B4L08-II-20	未來	未来	wèilái	N	future	[sound:dangdai-B4L08-II-20.mp3]		
B4L08-II-21	遠景	远景	yuǎnjǐng	N	future prospects	[sound:dangdai-B4L08-II-21.mp3]		
B4L08-II-22	足夠	足够	zúgòu	Vs	enough	[sound:dangdai-B4L08-II-22.mp3]		
B4L08-II-23	加入	加入	jiārù	V	to enter, join	[sound:dangdai-B4L08-II-23.mp3]		
B4L08-II-24	老化	老化	lǎohuà	Vp	aging	[sound:dangdai-B4L08-II-24.mp3]		
B4L08-II-25	針對	针对	zhēnduì	Prep	aimed at, directed at	[sound:dangdai-B4L08-II-25.mp3]		
B4L08-II-26	項	项	xiàng	M	item	[sound:dangdai-B4L08-II-26.mp3]		
B4L08-II-27	措施	措施	cuòshī	N	measure	[sound:dangdai-B4L08-II-27.mp3]		
B4L08-II-28	減稅	减税	jiǎnshuì	V-sep	to reduce taxes, tax break	[sound:dangdai-B4L08-II-28.mp3]		
B4L08-II-29	延長	延长	yáncháng	V	to extend, make longer	[sound:dangdai-B4L08-II-29.mp3]		
B4L08-II-30	產假	产假	chǎnjià	N	maternity leave	[sound:dangdai-B4L08-II-30.mp3]		
B4L08-II-31	托育	托育	tuōyù	N	childcare	[sound:dangdai-B4L08-II-31.mp3]		
B4L08-II-32	胎	胎	tāi	N	embryo, birth, child	[sound:dangdai-B4L08-II-32.mp3]		
